timestamp,cpu_util,vm_id,vm_type
2019-01-22 00:00:00,13.0117655,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 01:00:00,12.913639,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 02:00:00,13.043668,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 03:00:00,12.926212,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 04:00:00,12.853153,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 05:00:00,13.624633,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 06:00:00,13.638252,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 07:00:00,12.810712,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 08:00:00,13.3725,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 09:00:00,13.038514,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 10:00:00,12.834519,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 11:00:00,13.139495,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 12:00:00,13.1011305,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 13:00:00,12.434636,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 14:00:00,13.853101,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 15:00:00,12.311051,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 16:00:00,13.648846,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 17:00:00,12.836926,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 18:00:00,12.934452,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 19:00:00,12.881341,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 20:00:00,13.069846,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 21:00:00,13.003017,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 22:00:00,14.132478,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
2019-01-22 23:00:00,13.003102,vm-zgiyTDNkVHuQYX8IFjf1NfviMpi2mnScV0xSlKfOQjNq9pYjpGSPvwFvf39o4/nm,Delay-insensitive
