timestamp,cpu_util,vm_id,vm_type
2019-01-22 00:00:00,8.90098,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 01:00:00,8.95059,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 02:00:00,9.096055,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 03:00:00,9.004322,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 04:00:00,10.199867,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 05:00:00,10.9361315,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 06:00:00,9.904012,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 07:00:00,11.544647,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 08:00:00,10.263482,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 09:00:00,10.913981,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 10:00:00,8.887597,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 11:00:00,9.98671,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 12:00:00,9.765235,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 13:00:00,8.994857,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 14:00:00,10.177998,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 15:00:00,9.020169,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 16:00:00,9.683035,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 17:00:00,8.76194,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 18:00:00,8.942084,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 19:00:00,8.752673,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 20:00:00,8.8772,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 21:00:00,9.10222,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 22:00:00,10.160636,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-22 23:00:00,9.009421,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 00:00:00,9.024698,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 01:00:00,9.080608,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 02:00:00,9.047595,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 03:00:00,9.066604,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 04:00:00,8.88943,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 05:00:00,8.915104,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 06:00:00,10.062152,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 07:00:00,8.989202,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 08:00:00,9.318827,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 09:00:00,9.247354,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 10:00:00,8.927306,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 11:00:00,8.999703,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 12:00:00,9.047306,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 13:00:00,8.88149,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 14:00:00,10.177682,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 15:00:00,8.939117,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 16:00:00,9.048782,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 17:00:00,9.058219,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 18:00:00,9.090051,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 19:00:00,8.996602,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
2019-01-23 20:00:00,9.051513,vm-+awokSP9dTsmKHefodi+CuXd+PIhJQklrH4W8797MEq9hMgA8OmZeoHg2pI4Fs9U,Delay-insensitive
